Word,POS,Definition
กินเติ้น,สำ.,ไม่มีเล่ห์เหลี่ยม.
กินทบ,สำ.,กินเป็นทวีคูณ.
กินเท่,ก.,"รุกที่ของผู้อื่น,"
กินเท่,สำ.,ได้รับการเลี้ยงดูจากผู้อื่นเป็นอย่างดีโดยไม่ต้องเหนื่อยยาก.
"กินสับ, กินสับสับ",,ก็ว่า.
กินแทน,ก.,การกินอย่างหนึ่งในการเล่นหมากขุม โดยถ้าเดินหมากมาตายในฝ่ายเราแล้วจะได้กินหมากของอีกฝ่ายหนึ่งซึ่งอยู่ในหลุมตรงกันข้ามนั้นทั้งหมด.
กินนอ,สำ.,"กินรอยเขา, กินของเหลือเดน."
กินนอกกินใน,สำ.,คดโกง.
กินน้ำ,ก.,อาการที่กำลังจะจมน้ำโดยกินน้ำเข้าไปมาก.
กินน้ำแกง,สำ.,"พึ่งพาอาศัย มักใช้ว่า ""พลอยกินน้ำแกง""."
กินน้ำชา,น.,การดื่มน้ำชาในพิธีแต่งงานของคนเชื้อสายจีน.
กินเนียน,สำ.,ละเอียด.
กินใน,สำ.,บาดหมาง.
กินบท,ว.,ลักษณะการขับบทที่เสียงเข้ากับเครื่องดนตรีและบทบาทของตัวละครเป็นอย่างดีใช้กับหนังตะลุง.
กินผ็อง,สำ.,กินส่วนที่ดีที่สุดเป็นคนแรก
"กินหัวน้ำ, กินยอด",,ก็ว่า.
กินผัก,ก.,กินเจ (ภ.ก.)
"กินเจ, เจียะฉ่าย",,ก็ว่า.
กินผัว,สำ.,ลักษณะของหญิงที่มีสามีกี่คน ๆ ก็ ตายหมด.
กินพวด,ก.,กินดอกเบี้ย
กินดอก,,ก็ว่า.
กินฟ่าม,ก.,"กินจุ, กินคำโต."
กินมัดจำ,ว.,ริบเงินค่ามัดจำ
กินเมีย,สำ.,ลักษณะชายที่มีภรรยากี่คน ๆ ก็ตายหมด.
กินไม่ลง,สำ.,"๑). ไม่อร่อย., ๒). ดู กินยาก."
กินยอ,สำ.,"หลงคำเยินยอ, เชื่อง่าย."
"กินยอน, กินยุ, กินลูกยอ, ขึ้นยอ, ขึ้นยอน",,ก็ว่า.
กินยาก,ก.,"เลือกของกิน.,"
กินยาก,สำ.,ฝีมือทัดเทียมกัน
กินไม่ลง,,ก็ว่า.
กินเยี้ยน,ก.,กินมากเกินที่กระเพาะอาหารจะรับได้.
กินแรง,สำ.,เอาเปรียบผู้อื่น.
กินโรป,ว.,การเชิดรูปหนังตะลุงให้แสดงบทบาทได้อย่างเหมาะสมตามลีลาของรูปนั้น ๆ.
กินลม,ก.,"๑). ลมติดใบ, ๒). ทำอะไรอย่างสบาย เช่น เดินกินลม (น.ศ.) ;"
กินลม,สำ.,"๑). ติดลม, ๒). เที่ยวไปหรือทำอะไรโดยไม่มีจุดหมาย."
กินลึก,สำ.,มีเล่ห์เหลี่ยมชั้นเชิงมาก.
กินลูกเอง,สำ.,คล้ายสมภารกินไก่วัด แต่หมายรวมถึงความสัมพันธ์ทางเพศระหว่างพ่อลูกและวงส์ญาติด้วย.
กินวาน,ก.,กินเลี้ยงในการลงแขก.
กินสบถ,ก.,ดื่มน้ำศักดิ์สิทธิ์ต่อหน้าสิ่งศักดิ์สิทธิ์ เช่น ต่อหน้าพระพุทธรูปในอุโบสถ เพื่อสาบานตนว่าไม่ได้กระทำผิด (น.ธ.).
กินสวน,ก.,เก็บเกี่ยวผลประโยชน์จากสวนเพื่อทดแทนดอกเบี้ยเงินกู้
กินสวนต่างดอก (ส.ฎ.),,ก็ว่า.
กินเส้น,สำ.,ถูกชะตา
ถูกเส้น,,ก็ว่า.
กินเสาะ,ก.,กินรองท้อง.
กินไส้เกียง,สำ.,ยากจน
กินแกลบ,,ก็ว่า.
กินหญ้า,สำ.,โง่ เปรียบเทียบว่าเหมือนวัวเหมือนควาย.
กินหญ้าตัด,สำ.,สุขสบาย.
กินหญ้าอ่อนนอนน้ำใส,สำ.,สบาย.
กินแหญะ,ก.,"กินเหลือ, กินไม่หมด."
กินหลอด,ก.,ใช้ในวงการพนันในการเล่นไพ่สิบแต้มโดยผู้เล่นตกลงกับเจ้ามือว่าจะแบ่งเงินที่ใช้แทงออกเป็น ๒ ส่วน คือ ส่วนหัวกับส่วนท้าย ถ้าผู้ชนะได้แต้มตั้งแต่ ๗ แต้มลงมาจะกินได้เฉพาะส่วนท้าย ถ้าได้แต้มตั้งแต่ ๘ แต้มขึ้นไปจะสามารถกินได้ตลอดทั้ง ๒ ส่วน
"กินหัวกินท้าย, กินหัวกินหาง",,ก็ว่า.
กินหวะ,ก.,กินกับมากกินข้าวน้อย.
กินหอ,ก.,"กินข้าวห่อ, การนำอาหารไปรับประทานนอกบ้าน เช่น ตามทุ่งนา, ชายหาด เป็นต้น."
กินหอ,สำ.,รวบหัวรวบหาง.
กินหางเอง,สำ.,"หลงตัวเอง, หลงรูป."
กินเหนียว,ก.,"แต่งงาน.,"
กินเหนียว,สำ.,๑). กินเลี้ยงในงานแต่งงาน
กินหมู,,ก็ว่า.
"๒). งานเลี้ยงในงานสำคัญของมุสลิม (น.ธ., ป.น.)., ๓). กินอาหารในงานศพ (ส.ฎ.).",,
กินเหมือนจอบตราเข้,สำ.,"ทุจริต, คดโกง."
กินเหมือนแพะข้อง,สำ.,กินทุกสิ่งทุกอย่างที่มีอยู่ตรงหน้าจนหมด.
กินเหมือนไฟติดเริน,สำ.,"ตะกละ, กินมาก."
กินเหมือนแมวดม,สำ.,"กินนิดเดียว, กินไม่มาก."
กินเหมือนแร้งลง,สำ.,กินประเดี๋ยวเดียวก็หมด.
กินเหมือนหมู อยู่เหมือนหมา,สำ.,ใช้ตำหนิคนที่มีพฤติกรรมการกินไม่เรียบร้อย.
