Word,Alternative Forms,POS,Definition
กาลอ,,น.,น. ชื่อไม้ต้นขนาดย่อม มักขึ้นในป่าใส ในที่ชุ่มขึ้น.
ก่าล็อก,,น.,น. ลูกข่าง (ดู ลูกหัน).
ก่าล่อจี้,,น.,"น. ชื่อขนมชนิดหนึ่ง ทำด้วยแป้งข้าวเหนียวทอดด้วยไฟอ่อน ๆ คลุกกับงาผสมน้ำตาลทรายขาว (จ., ภ.ก.)."
ก่าเลาะ,,น.,น. ลูกข่าง (ดู ลูกหัน).
ก่าว,,ว.,"ว. เข้มข้น, พอดี, พอใช้ได้ เช่น โกปี๊ก่าว ๆ – กาแฟอย่างเข้มข้น (จ., ภ.ก., พ.ง.)."
ก้าว,,น.,"น. สุนัข (จ., ภ.ก., พ.ง.)."
ก่าวก๊วน,,ก.,"ก. ช่วยซื้อ, ช่วยอุดหนุน (จ., ภ.ก., พ.ง., ส.ต.)."
ก้าวขุ่ย,,สำ.,"สำ. เต็มที่, ถึงใจ (จ., ภ.ก.)."
ก่าวโจ้,,น.,น. มะม่วงหิมพานต์ (ดู ยาร่วง).
ก่าวโบ้ย,,น.,"น. ท้ายรางเหมืองแร่ (จ., ภ.ก.)."
ก้าวสั่วจ่าบ้อ,,ก.,"ก. เจ้าชู้, จีบผู้หญิง (จ., ภ.ก.)."
ก่าวหงิน,,ก.,ก. แต่งงาน (ดู ก่าวอิ๋น).
กาวหวาว,,ว.,"ว. สามหาว, เอะอะ"
กวาวหวาว,ก็ว่า.,,
ก่าวอิ๋น,,ก.,ก. แต่งงาน
"ก่าวหงิน, ก่าวเอี๋ยน (จ., ภ.ก.)",ก็ว่า.,,
ก่าวอี้,,น.,"น. เก้าอี้ (จ., ภ.ก.)."
ก่าวเออะ,,ว.,"ว. มากเรื่อง, จู้จี้จุกจิก (จ., ภ.ก., พ.ง.)."
ก่าวเอี๋ยน,,ก.,ก. แต่งงาน (ดู ก่าวอิ๋น).
ก้าวัก,,น.,น. ตะหลิว (ดู เจี้ยนที่).
กาสามปีก,,น.,น. ชื่อไม้ชนิดหนึ่ง (ดู นูดพระ).
กาหมัง,,ว.,"ว. กระมัง (ดู หมัง, ว., )."
ก่าหมึง,,ว.,ว. กระมัง เช่น พ่อมาแหล่วก่าหมึง - พ่อมาแล้วกระมัง (ภ.ก.).
ก่าเหมีย,,น.,"น. เพศหญิง, ตัวเมีย., สำ. ผู้ชายที่ไม่สู้คน (ดู เหมีย, สำ.)."
กาหยี,,น.,น. มะม่วงหิมพานต์ (ดู ยาร่วง).
กาหยู,,น.,น. มะม่วงหิมพานต์ (ดู ยาร่วง).
ก้าหรัง,,ว.,"ว. ทนทาน, แข็งแรง (ดู หรัง, ว.)."
กาหลง,,น.,"น. ชื่อไม้พุ่ม ปลายใบหยักเว้าลึก ดอกใหญ่สีขาว ออกเป็นช่อสั้นตามง่ามใบ., ชื่อไม้ต้นชนิดหนึ่ง ใบเล็ก ดอกเล็ก มีกลิ่นหอม"
กะเบาน้ำ (น.ศ.),ก็เรียก.,,
กาหลอ,,น.,น. วงดนตรีประโคมในงานศพ ไม่ใช้ในงานมงคล มีฆ้อง ๒ ลูก ปี่ห้อ ๑ เลา กลองแขก ๑ คู่
โนราผี,ก็เรียก.,,
กาหลัก,,น.,"น., ต้นลำโพงชนิดหนึ่ง ผิวผลเรียบไม่มีหนาม., เครื่องยกของหนัก., ว. ชั่ว, เลว เช่น หญิงกาหลัก."
กาหลา,,น.,"น., ชื่อไม้เนื้ออ่อนชนิดหนึ่ง., ชื่อไม้ล้มลุกต้น คล้ายข่า สูง ๓ - ๕ เมตร ช่อดอกคล้ายบัวตูม แต่กลีบแข็ง สีแดง สีชมพู ลีขาว มีดอกเล็ก ๆ แน่น ) เป็นกระจุกอยู่ภายใน ก้านช่อดอกผุ่ดขึ้นจากดิน และยาวได้ถึง ๑ เมตร หน่อและดอกอ่อนใช้เป็นอาหาร"
ดาหลา,ก็เรียก.,,
"๓. เจ้าป่าช้าที่เรียกว่า ""ยายกาหลาตากาหลี"" แต่บางแห่งเรียกว่า ""ตากาหลายายกาหลี"" ๔. น้ำมันทา ทำจากต้นกาหลาแก้เข็ดยอก. ก. ทำให้คนอื่นเสียหาย. ว. ชั่ว, ทราม,",,,
กาหลำ,,น.,"น. ปะวะหล่ำ, เครื่องประดับสำหรับผูกข้อมือ ทำเป็นรูปกลม ๆ สลักเป็นลวดลาย."
กาหลี,,น.,"น. เจ้าป่าช้า (ดู กาหลา, น., )."
ก่าเหฺล,,น.,"น. หุ่นชักแบบจีน (จ, ภ.ก.)."
กาเหวง,,ก.,"ก., แต่งงาน., ติดตาต่อกิ่ง."
กาโห,,สำ.,"สำ. ห่างไกลความเจริญ, เชย เช่น ทำเป็นกาโหไปได้ - ทำเชย ๆ ไปได้."
กำ,,น.,"น., ไม้ระกำ, ชื่อปาล์มชนิดหนึ่ง ขึ้นเป็นกอ ก้านใบมีหนามแข็ง เนื้อฟ่าม ผลออกเป็นกระจุก กินได้., หญ้าชนิดหนึ่ง ขึ้นตามคันนาและในน้ำสูงท่วมศีรษะใบคล้ายใบอ้อยแต่เล็กกว่า มีขนอ่อนๆสั้นๆ., ชื่อหวายชนิดหนึ่ง มีทางเหมือนระกำ., มาตราวัดรอบของกลมซึ่งวัดด้วยความกว้างของช่วงฝ่ามือกำ., อาการที่เกิดจากสิ่งสกปรกอัดอยู่ในซอกเล็บแล้วอักเสบ"
"กำกิน, กำหมา, ตีนเป็นกำ",ก็เรียก.,,
ก. งดเว้นกินของแสลงในยามป่วยไข้. ลัก. ๑. พลู ๔ จับหรือแบะ มัดรวมกันเรียกว่า ๑ กำ. ๒. เรียกต้นกล้าข้าวที่ถอนแล้ว ใช้เชือกมัด เรียก เป็นกำ.,,,
กำมือ,,ลัก.,ลัก. กำ เช่น เก็บใบไม้สักกำมือ - เก็บใบไม้สักกำ.
กำกิน,,ก.,"ก. อาการที่เกิดจากสิ่งสกปรกอัดอยู่ในซอกเล็บแล้วอักเสบ (ดู กำ, น., )."
