คำ,POS,ความหมาย
จ้อง ๒,ก.,"เพ่งดู, มองดู, คอยดู"
จอง ๓,ก.,"หมายไว้, กำหนดไว้, เช่น จองกฐิน"
จอง ๔,ว.,"คค, ใช้สำหรับแขนและขา"
จ้องง่อง,ว.,แอ้งแม้ง
จองจำ,ก.,"ใส่ตรวน, ผูกด้วยเครื่องพันธนาการ"
จ่องเจาะ,ว.,ลักษณะการยืนหลังค่อมก้มหน้าขาถ่างสำหรับคนร่างใหญ่
จ่องป่อง,ว.,"ลักษณะของช่อง, โพรง ที่สายตามองทะลุได้ มีลักษณะจากเล็กถึงใหญ่ ดังนี้ จิ่งปิ่ง, จ่องป่อง, จึ่งปึ่ง, โจ่งโป่ง, ถ้าขนาดใหญ่มาก หรือไม่มีขอบเขตว่า จ่างป่าง"
จ้องพ้อง,ว.,ลักษณะการติดอยู่กับที่ไม่สามารถหลุดไปได้ เช่น ติดจ้องพ้อง
จองวอง,น.,เครื่องดนตรีชนิดหนึ่งใช้ค้อนตี รูปร่างคล้ายหัวกระบือ บางแห่งเรียก ระฆังหัวควาย = ฆ้อง กระแต
จ้องหน่อง,น.,เครื่องดนตรีทำด้วยไม้ไผ่ มีลิ้นเอาปากอมแล้วใช้มือดีด เสียงกังวานออกจากกระพุ้งแก้ม
จองหอง,ว.,"เย่อหยิ่ง, ถือตัว"
จองอาง,น.,งูพิษที่มีขนาดใหญ่ที่สุดในโลก โตเต็มวัยยาวประมาณ ๔.๕ เมตร ตัวสีเขียวอมเทา หรือสีคล้ำ ชูคอนแผ่แม่เบี้ยได้ พบทั้งในป่าโปร่งและปาทึบ
จอแจ,ว.,มีผู้คนหรือสัตว์ เช่น นกคับคั่ง และมีเสียงเซ็งแซ่
จอด ๑,น.,ว่านชนิดหนึ่งใบแฉกเป็นฝอย ๆ สีเขียว ใช้เป็นยาสมานแผลสดได้ เรียก หว้านจอด
จอด ๒,ก.,หยุด เซ่น จอดเฮือ
จอด ๒,ก.,"เชื่อมติดกัน, บัดกรี เช่น จอดสังกะสี"
จอด ๆ,ว.,"ฉอด ๆ , พูดมาก, เช่น เว้าจอด ๆ"
จอดหลอด,ว.,"ลักษณะสิ่งของที่เป็นแท่งเล็กยาว (เอก.), จอดหลอดแจดแหลด (พหู.), จอดลอด ก็ว่า, ถ้าขนาดใหญ่เรียก โจดโหลด หรือโจดโลด (เอก.), โจดโหลดเจดเหลด หรือโจคโลดเจคเลด (พหู.)"
จอน ๑,น.,"ทรงผมชนิดหนึ่งปล่อยให้เส้นผมยาวห้อยลงมาข้างหูด้านหน้าทั้งสองข้าง เรียก จอนผม, เดิมเรียก ยอยผม"
จ้อน ๑,น.,"สัตว์สี่เท้าชนิดหนึ่งคล้ายกระรอกแต่เล็กกว่า หน้าแหลม, ส่วนมากเรียก กระจ้อน"
จอน ๒,น.,เครื่องประดับของสตรีชนิดหนึ่งห้อยที่ติ่งหู
จ้อน ๒,ก.,"ทำให้สั้น เช่น จ้อนผ้านุ่ง, เตี้ย เช่น ม้าบักจ้อน"
จ้อน ๓,ว.,"แคระ, เตี้ย, สั้น"
จอนจอ,ว.,ลักษณะ อาการกลัวจนหัวหด
จอนจ่อ,ว.,ลักษณะ อาการกลัวจนหัวหด
จอนจอก,ว.,"ลักษณะสิ่งที่ยื่นสูงขึ้นเป็นกระจุก หรือขมวดเป็นปมขนาดเล็ก, ถ้าใหญ่ว่า จุนจุก"
จอนฟอน,น.,สัตว์เลี้ยงลูกด้วยนม ขนหนาสีน้ำตาลหรือเทา หัวแหลมหางยาวเป็นพวง ชอบอยู่ในรู
จอนฟอน,น.,สัตว์สี่เท้าชนิดหนึ่งคล้ายกระรอกแต่โตกว่า = พังพอน
จ่อนฟ่อน,ว.,"ลักษณะสิ่งที่มีสีขาวโพลนมีจำนวนน้อย, ถ้าจำนวนมาก หรือใหญ่ว่า จุ่นพุ่น"
