คำ,POS,ความหมาย
ดาวนพเคราะห์,น.,"ดาวพระเคราะห์ทั้ง ๙ ดวง คือ อาทิตย์, จันทร์, อังคาร, พุธ, เสาร์, พฤหัสบดี, ราหู, ศุกร์, เกตุ ทางโหราศาสตร์ กล่าวว่า มีอิทธิพลต่อชีวิตของมนุษย์ คือ อาจให้คุณให้โทษ หรือให้ดีให้ร้ายได้ตามโอกาส"
ดาวปลาตะเพียน,น.,ชื่อดาวฤกษ์ที่ ๒๗
ดาวผะกาย,น.,ดาวรุ่ง คือดาวพระศุกร์ที่เห็นในเวลาเช้ามืด
ดาวเรือน,น.,ชื่อดาวฤกษ์ที่ ๙ มี ๕ ดวง
ดาวเฮือง,น.,ไม้ดอกชนิดหนึ่งดอกสีเหลืองใบเป็นแฉก = ดาวเรือง
ดาษ,ก.,"เกลื่อนกลาด, มากหลาย, ดาษดื่น, เช่น ""ฮมฮมถือทุงแดงดาษดินดาเต้า"" (ฮุ่ง.)"
ดาห้าง,ก.,"กาง หรือวางเครื่องดักสัตว์ , ดัก, เช่น ห้างแฮ้ว ; เตรียมจัดแจง, เช่น ห้างไถ, ห้างเกวียน"
ด่ำ,ก.,"จมลงไป, ลดต่ำลงไป, ลึกลงไป, ปักหัวลงไป"
ด้ำ,น.,"ที่สำหรับถือ, คัน, เช่น ด้ามมีด, ด้ามจอง = ด้ามกระจ่า, เรียกเพี้ยนเป็น ก้ำ ก็มี"
ดำ ๑,น.,มดชนิดหนึ่ง ตัวเล็กสีดำ = มดลี่
ด้ำ ๑,น.,"ที่สำหรับถือ, คัน, เช่น ด้ามมีด, ด้ามจอง = ด้ามกระจ่า, เรียกเพี้ยนเป็น ก้ำ ก็มี"
ดำ ๒,น.,"ไม้ต้นชนิดหนึ่งเรียกไม้ดำใช้ทำเครื่องใช้ต่าง ๆ เช่น โต๊ะ, เก้าอี้"
ด้ำ ๒,น.,"ผีเรือน, ผีบรรพบุรุษ"
ดำ ๓,น.,ไผ่ชนิดหนึ่ง เรียก ไผ่ดำ
ดำ ๔,น.,เสือชนิดหนึ่งสีดำ เรียก เสือดำ
ดำ ๕,ก.,"ปักต้นข้าวกล้าลงในนา = ดำนา, มุดลงไปในน้ำ = ดำน้ำ"
ดำ ๖,ว.,"มีสำดำ เช่น สีเขม่า, มืด, เช่น เดือนมืด"
ดำกฤษณา (-ริดสะหนา),น.,"ความปรารถนา, ความดิ้นรน, ความอยาก, ความเสน่หา (ส.)"
ดำดวน,น.,ต้นไม้ชนิดหนึ่ง ดอกเป็นกลีบหนาและสั้น มีกลิ่นหอม
ดำเนิน,ก.,ยกเท้าก้าวไป (แผลงมาจากเดิน) (ดู เดิน)
ดำเนิน,ก.,"ยกเท้าก้าวไป, เคลื่อนไป, ก้าวหน้าไป, กล่าวเรื่อยไป, ส่วนมากว่า ย่าง"
ดำรง ๑,ก.,"ทรงไว้, ตั้งใจ, รับไว้, รักษาไว้, ทำให้คงอยู่"
ดำรง ๒,ว.,"ตรง, เที่ยง"
ดำรัส ๑,น.,คำพูดของเจ้านาย (แผลงมาจาก ตรัส)
ดำรัส ๒,ก.,พูด (สำหรับเจ้านาย)
ดำริ,ก.,คิด (แผลงมาจาก ตริ)
ดำรี,น.,ช้าง
ดำไร,น.,ช้าง
ดิก,ก.,ปักหัวลง
ดิ๊ก ๆ,ว.,อาการไหวถี่ ๆ เช่น กระดิกเท้าดิ๊ก ๆ
ดิ่ง ๑,น.,ลูกตุ้มสำหรับวัดส่วนตรงลงในแนวดิ่งและสำหรับหยั่งวัดน้ำ
ดิ่ง ๒,ว.,"เที่ยง, ตรง, เช่น ดิ่งไปหา = ตรงไปหา"
ดิ่ง ๆ,ว.,ลักษระของเหลวที่ไหลพุ่งออกจากรูเล็ก ๆ
ดิฐ,ก.,"ตั้งอยู่, คงอยู่, พักอยู่, หยุดอยู่ (ป.)"
ดิ้ด,ว.,"ด้วน ใช้สำหรับขนาดเล็ก เรียกหมาหางด้วนตัวเล็ก ว่าหมาหางกิด, สำหรับขนาดใหญ่เรียกว่า กุด"
ดิตถ์,น.,"ท่าน้ำ, ที่ลงอาบน้ำ, บันได หรือสะพานขึ้้นบก (ป.)"
ดิตถกร (-ถะกอน),น.,"""ผู้กระทำท่า"" คือ เจ้าของลัทธิ, เดียรถีย์"
ดิถี,น.,"วันที่นับตามข้างขึ้นและข้างแรมตามจันทรคติ เช่น ค่ำหนึ่งสองค่ำ (ป., ส.)"
ดิน,น.,"พื้นโลก, ธาตุที่มีแข็ง, วัตถุธาตุที่อยู่ตามพื้นโลก ใช้ทำเป็นสิ่งของต่าง ๆ ได้"
ดิ้น ๑,น.,"เครื่องปักลวดลายบนผ้า หรือแพร ใช้แทนไหม มักทำด้วยเงิน ทอง หรือทองแดง, ส่วนมากเรียก ไหมเงิน, ไหมคำ"
ดิ้น ๒,ก.,"แสดงอาการไม่นิ่งอยู่, เสือกสนไปมา, พยายามด้วยอาการรีบด่วน, กระสับกระส่าย, ดิ้นรน"
ดินขอ,น.,กระเบื้องดินเผา
ดินจี่,น.,อิฐ
ดินดาก,น.,ดินสีแดงเรื่อ ๆ หรือสีเหลืองอ่อนจำพวกดินเหนียวชนิดหนึ่ง
ดินตับ,น.,ดินเหนียวชนิดหนึ่งใช้กินได้สีน้ำตาล บางชนิดสีดำ
ดินป่ง,น.,ดินที่มีธาตุเกลือปนมาก มักมีอยู่ตามชายป่าสัตว์ชอบกิน
ดินปุ่น,น.,ดินเหนียวชนิดหนึ่งมีเนื้อละเอียดเอามาเลื่อยเป็นแท่งใช้เขียนหนังสือได้ เรียก ดินสอปุ้น
ดินโพน,น.,ดินจอมปลวก
ดินเอียด,น.,ดินที่มีส่าเกลือปนอยู่
ดินเอียด,น.,ดินที่มีแร่เกลือปนอยู่มีรสเค็มมาก
ดินเอือด,น.,ดินที่มีส่าเกลือปนอยู่
ดินแฮ่,น.,"ลูกรัง, กรวด"
ดิบ,ว.,"ไม่สุก, ยังไม่ได้ทำให้สำเร็จเรียบร้อย, เช่น หมากม่วงดิบ, คนดิบ = คนที่ยังไม่ได้บวชเรียน, ด้ายดิบ = ด้ายที่ยังไม่ได้ฆ่า คือ ยังไม่ได้ชุบน้ำข้าว สุก ๆ ดิบ ๆ = สุกไม่ทั่วถึงกัน"
ดิบดี,ว.,"เรียบร้อย, อย่างดี, บางถิ่นว่า ดับดี"
ดิรัจฉาน,น.,"สัตว์ทั้งหลายยกเว้นมนุษย์, ส่วนมากเรียก เดียระฉาน"
ดิลก,น.,"ไฝ, รอยแต้ม หรือเจิมหน้าผากเพื่อเป็นมงคล, เลิศ, ยอด, เฉลิม (ป., ส.)"
ดี ๑,ก.,ทำให้กลับคืนเป็นปกติ เช่น หายโกรธกัน
ดี ๒,ว.,"ไม่ชั่ว, งาม, ชอบ, เรียบร้อย, ถูกต้อง"
ดี้ ๆ,ว.,"จริง ๆ , แม้นิดเดียว, สักนิด, เช่น บ่มีเงินดี้ ๆ = ไม่มีเงินเลยแม้นิดเดียว, บ่ไปดี้ ๆ = ไม่ไปเลยจริง ๆ"
ดีด,ก.,"กระดกขึ้น, ยกขึ้นด้วยแม่แรง, เอานิ้วมือหรือไม้สะกิดให้กระเด็นไป หรือเลื่อนไป, เช่น ดีดพิณ, ดีดลูกคิด, ดีดนิ้วมือ, ใช้แม่แรงดีดท่อนซุงให้กระดกขึ้น, ดีดฝ้าย = เอาไม้โก่งอย่างคันธนูดีดสายให้กระทบปุยฝ้าย เพื่อให้ปุยฝ้ายแตกเป็นปุยละเอียด, ม้าดีด (อาการเตะของม้า), ตั๊กแตนดีด หรือจิ้งหรีดดีด"
ดีดดิ้น,ก.,ทำสะบัดสะบิ้งเล่นตัว
