คำ,POS,ความหมาย
ชันโต้,น.,แผลเรื้อรังที่ข้างนอกหาย แต่ข้างในยังอักเสบอยู่ของไก่ชน ถ้าเป็นก้อนแข็งเรียกว่า “ชันโต้แห้ง” ถ้ามีน้ำอยู่ข้างในเรียกว่า “ชันโต้น้ำ”
ชันนกเงียก,น.,ขี้ชันทำจากนกเงือก ใช้ผสมทำยาเสน่ห์
ชันนะตุ,ว.,คำล้อเด็กที่หัวเปื่อยเรื้อรังหรือเป็นแผลพุพองไปทั่วหัว
ชันนา,น.,ชื่อไม้ต้น จำพวกไม้ยาง
ชันเม็ด,น.,ปลาจะละเม็ด เป็นปลาทะเล รูปร่างป้อมค่อนข้างสั้น ลำตัวแบนข้างมาก หัวเล็กมน ปากเล็ก เกล็ดเล็ก มี ๒ ชนิด คือ จันเม็ดขาว และจันเม็ดดำ
ชันเม็ด,น.,ปลาจะละเม็ด (ดู จันเม็ด).
ชันโสด,ก.,"ชันสูตร, สอบสวนโดยเหตุผล, ตรวจตราเพื่อหาหลักฐานข้อเท็จจริง."
ชันโสด,ก.,"รังวัด, วัดที่ดิน."
ชับ,ว.,"แข็งแรง, ล่ำสัน, สันทัด, มั่นคง เช่น ทำให้ชับ - ทำให้แข็งแรง"
ชับ,ว.,"ถนัด, คล่อง เช่น ชับซ้าย - ถนัดซ้าย, ชับผึด - ถนัดมาก, ชำนาญมาก."
ชับชวน,ว.,"แข็งแรง, ล่ำสัน, สันทัด, มั่นคง เช่น ทำให้ชับ - ทำให้แข็งแรง"
ชับชวน,ว.,"แข็งแรง, ล่ำสัน (ดู ชับ ว. ๑.)."
ชับช้าง,น.,"กะทกรก, ชื่อไม้พุ่มรอเลื้อย ตามลำต้นมีหนามห่างๆ ใบรูปไข่หรือรี ๆ ดอกเล็กสีขาว อยู่เป็นกระจุกที่ง่ามใบ ผลกลมหรือรีขนาดเท่าเม็ดบัว เขื่อง ๆ เป็นสมุนไพร"
ชับชึก,ว.,"แข็งแรง, ล่ำสัน, สันทัด, มั่นคง เช่น ทำให้ชับ - ทำให้แข็งแรง"
ชับชึก,ว.,"แข็งแรง, ล่ำสัน (ดู ชับ ว. ๑.)."
ชับพลา,น.,ชื่อไม้พุ่มขนาดกลาง (ดู พลา).
ชัว,น.,"ไมโครโฟน, เครื่องขยายเสียงให้ดังขึ้น"
